,temp,dew,humidity,precip,windspeed,winddir,cloudcover,solarradiation
93,17.5,17.0,96.89,0.3,16.9,154.2,90.0,0.0
94,17.4,17.0,97.5,0.2,13.0,158.1,82.2,0.0
95,17.2,16.8,97.5,0.2,8.6,163.3,79.0,0.0
96,17.0,16.7,98.11,0.3,6.5,168.0,77.5,0.0
97,16.9,16.6,98.11,0.4,5.4,173.5,76.3,0.0
98,16.7,16.6,99.37,0.4,4.0,185.7,73.4,0.0
99,16.6,16.4,98.74,0.5,3.6,207.0,71.1,0.0
100,16.6,16.4,98.74,0.7,3.6,217.0,66.6,0.0
101,16.4,16.3,99.37,0.9,4.0,213.0,62.9,1.2
102,17.2,16.7,96.88,1.1,4.0,205.9,65.6,49.9
103,18.2,17.0,92.71,1.1,5.0,206.3,62.0,135.1
104,19.0,17.2,89.31,1.0,6.1,211.5,66.7,239.8
105,19.9,17.4,85.52,0.0,9.4,217.1,64.6,313.1
106,20.7,17.4,81.39,0.0,14.4,221.7,70.4,396.8
107,21.0,17.2,78.9,0.0,19.4,225.9,76.7,401.5
108,21.3,17.0,76.49,0.0,22.3,227.6,78.4,497.4
109,21.4,16.7,74.59,0.0,22.3,227.5,77.8,490.4
110,21.2,16.5,74.55,0.0,20.9,227.4,74.2,437.1
111,20.8,16.3,75.44,0.0,18.4,230.6,71.8,352.5
112,20.3,16.3,77.8,0.0,15.5,234.2,65.7,257.9
113,19.9,16.3,79.75,0.0,13.0,237.4,61.4,183.9
114,19.1,16.4,84.36,0.0,9.4,239.0,54.6,86.7
115,18.1,16.8,92.12,0.0,5.0,239.7,53.6,11.2
116,17.5,16.5,93.86,0.0,4.0,245.4,51.4,0.0
117,17.1,16.2,94.44,0.0,3.2,264.0,49.6,0.0
118,16.8,15.9,94.43,0.0,2.9,294.7,48.4,0.0
119,16.5,15.5,93.81,0.0,3.2,310.5,46.2,0.0
120,16.2,15.0,92.6,0.0,3.6,314.5,47.3,0.0
121,16.0,14.5,90.81,0.0,3.6,316.9,42.1,0.0
122,15.7,14.1,90.21,0.0,4.3,320.5,39.5,0.0
123,15.4,13.7,89.6,0.0,5.0,327.7,39.7,0.0
124,15.2,13.2,87.85,0.0,5.4,334.2,37.8,0.0
125,15.0,12.6,85.56,0.0,5.8,333.6,36.9,1.6
126,16.1,13.5,84.57,0.0,5.0,322.1,37.9,70.8
127,18.1,13.5,74.51,0.0,7.9,292.1,35.2,216.7
128,19.6,14.2,71.0,0.0,10.8,270.4,22.8,403.5
129,20.8,14.7,68.09,0.0,13.0,256.5,14.7,627.3
130,21.7,15.0,65.69,0.0,13.3,247.8,13.7,778.5
131,22.4,15.5,65.0,0.0,13.3,244.2,14.1,895.8
132,23.0,15.8,63.89,0.1,13.3,241.8,9.2,909.8
133,23.5,16.0,62.78,0.1,14.0,239.7,11.2,921.8
134,23.5,16.0,62.78,0.1,14.8,238.6,19.4,810.5
135,23.2,16.0,63.93,0.1,15.1,239.1,27.9,653.8
136,22.5,16.2,67.56,0.1,15.1,240.4,35.0,449.1
137,21.6,16.4,72.29,0.0,14.8,241.4,33.6,306.0
138,20.4,16.7,79.32,0.0,12.6,240.4,34.6,139.0
139,18.8,17.2,90.43,0.0,7.6,239.7,42.4,17.2
140,17.9,17.2,95.68,0.0,5.4,244.3,43.5,0.0
141,17.6,16.9,95.67,0.0,5.0,255.5,41.9,0.0
142,17.3,16.7,96.27,0.0,5.0,265.0,39.0,0.0
143,17.0,16.3,95.65,0.0,5.0,268.6,33.3,0.0
,temp,dew,humidity,precip,windspeed,winddir,cloudcover,solarradiation
0,27.0,26.0,94.27,0.0,0.0,0.0,89.2,0.0
1,27.0,26.0,94.27,0.0,5.4,40.0,89.2,0.0
2,27.0,26.0,94.3,0.0,5.4,54.0,88.8,0.0
3,27.1,26.1,94.28,0.0,0.0,69.8,90.0,0.0
4,27.0,26.0,94.27,0.0,0.0,0.0,89.2,0.0
5,26.6,26.0,96.57,0.0,0.0,0.0,50.0,0.0
6,26.0,26.0,100.0,0.0,0.0,0.0,50.0,1.9
7,27.1,27.1,100.0,0.0,0.0,75.0,50.0,54.1
8,28.0,27.0,94.24,0.0,5.3,87.0,52.6,144.8
9,29.0,27.0,88.99,0.0,7.6,90.0,50.0,228.4
10,30.1,27.1,84.01,0.0,7.6,90.0,50.0,336.3
11,30.5,26.0,77.04,0.0,7.5,85.0,51.2,384.9
12,31.4,26.0,73.12,0.0,4.6,12.0,50.0,400.5
13,33.1,25.1,62.94,0.0,7.6,80.0,50.0,402.4
14,32.6,25.6,66.76,0.0,8.5,74.0,51.2,362.9
15,33.0,24.0,59.26,0.4,0.0,0.0,50.0,296.8
16,33.0,24.4,60.7,0.0,3.0,280.0,50.0,214.6
17,33.0,25.4,64.56,0.0,8.4,299.0,49.6,125.5
18,32.0,25.0,66.57,0.3,7.6,10.0,50.0,34.7
19,31.6,25.4,69.73,0.0,7.6,314.0,50.0,0.0
20,30.0,27.0,83.87,0.0,5.2,328.0,28.1,0.0
21,30.0,26.4,81.08,0.0,3.3,330.0,28.0,0.0
22,29.6,27.0,85.95,0.0,6.7,70.0,28.0,0.0
23,29.0,27.0,88.95,0.0,4.5,98.0,28.5,0.0
24,29.0,27.0,88.99,0.0,6.7,86.0,50.0,0.0
25,29.0,27.0,88.99,0.0,5.4,102.0,50.0,0.0
26,28.0,27.0,94.16,0.0,8.3,136.0,49.6,0.0
27,28.0,26.4,91.03,0.0,3.3,96.0,65.1,0.0
28,28.0,27.0,94.32,0.0,0.0,0.0,89.2,0.0
29,27.6,26.6,94.19,0.026,5.1,108.0,88.8,0.0
30,27.0,26.0,94.27,0.0,9.4,80.0,89.2,2.4
31,27.0,26.0,94.27,0.0,11.2,140.0,88.0,77.6
32,28.0,26.0,88.77,0.0,11.5,90.0,89.2,233.1
33,29.0,26.0,83.9,0.0,14.4,84.0,89.2,405.0
34,30.4,25.6,75.61,0.0,17.6,106.0,89.2,585.3
35,31.2,25.0,69.66,0.0,20.0,90.0,87.2,704.5
36,32.0,24.6,65.02,0.0,22.3,86.0,89.2,718.8
37,33.0,25.0,62.93,0.0,20.7,90.0,89.2,686.5
38,33.1,24.1,59.34,0.0,19.2,84.0,88.0,599.8
39,33.0,24.0,59.28,0.0,18.9,96.0,89.2,467.0
40,33.0,24.0,59.28,0.0,15.5,74.0,89.2,307.4
41,32.6,25.0,64.34,0.0,15.3,78.0,88.0,164.5
42,32.0,25.0,66.58,0.0,15.8,74.0,74.1,45.4
43,31.0,25.6,73.05,0.0,12.2,70.0,89.2,0.0
44,30.1,25.1,74.67,0.0,9.2,70.0,49.3,0.0
45,29.6,25.0,76.35,0.0,9.4,70.0,50.0,0.0
46,29.0,25.0,79.06,0.0,11.9,90.0,50.0,0.0
47,29.0,25.0,79.12,0.0,16.3,103.0,88.8,0.0
48,28.0,26.0,88.92,0.0,8.6,100.0,89.2,0.0
49,28.0,26.0,88.92,0.0,8.3,90.0,50.0,0.0
50,28.0,25.4,85.83,0.0,11.5,80.0,50.4,0.0
51,28.0,26.0,88.92,0.0,9.7,64.0,50.0,0.0
52,28.0,26.0,88.92,0.0,14.8,78.0,50.0,0.0
53,27.6,26.0,90.91,0.0,13.8,89.0,49.6,0.0
54,27.0,26.0,94.27,0.0,13.7,80.0,50.0,2.3
55,27.6,26.0,91.0,0.0,16.2,84.0,50.0,66.4
56,28.0,26.0,88.77,0.0,17.2,99.0,51.6,199.5
57,28.4,26.0,86.88,0.0,18.4,96.0,65.1,352.5
58,30.0,25.0,74.63,0.0,18.2,100.0,89.2,502.4
59,31.0,25.0,70.45,0.0,17.8,109.0,88.8,616.8
60,31.0,25.0,70.48,0.0,17.8,102.0,89.2,541.3
61,31.4,25.0,68.9,0.0,20.0,110.0,89.2,382.3
62,32.1,25.7,68.93,0.0,17.7,109.0,88.8,343.3
63,31.6,25.6,70.59,0.0,17.6,114.0,89.2,298.1
64,31.1,26.1,74.8,0.0,18.4,110.0,90.0,193.6
65,31.1,25.1,70.31,0.0,14.5,119.0,87.6,108.0
66,30.6,25.4,73.82,0.0,10.4,100.0,74.1,33.3
67,26.3,25.2,93.68,0.0,7.9,115.0,82.3,0.0
68,29.6,25.4,78.2,0.0,7.3,116.0,50.0,0.0
69,29.0,25.4,80.95,0.0,7.6,112.0,50.0,0.0
70,29.0,25.0,79.06,0.0,5.4,116.0,50.0,0.0
71,28.0,26.0,88.75,0.0,6.9,104.0,49.2,0.0
72,28.0,26.0,88.92,0.0,8.3,96.0,50.0,0.0
73,28.0,27.0,94.32,0.0,8.6,94.0,50.0,0.0
74,27.1,27.0,99.12,0.0,7.3,110.0,52.6,0.0
75,27.1,27.1,100.0,0.0,7.6,100.0,50.0,0.0
76,27.0,26.0,94.27,0.0,6.3,100.0,50.0,0.0
77,27.0,26.0,94.05,0.0,6.6,90.0,51.6,0.0
78,27.1,26.1,94.28,0.0,5.4,100.0,90.0,3.1
79,28.0,27.0,94.32,0.0,6.7,80.0,50.0,114.6
80,29.4,26.0,81.99,0.0,5.2,118.0,49.6,328.8
81,31.0,25.0,70.47,0.0,7.6,120.0,50.0,535.0
82,32.1,26.1,70.67,0.0,9.4,130.0,50.0,696.8
83,32.1,25.1,66.4,0.0,9.4,129.0,88.0,813.5
84,32.4,25.0,65.11,0.0,9.4,158.0,89.2,848.3
85,33.0,24.6,61.46,0.0,9.4,140.0,89.2,822.5
86,34.0,24.0,56.03,0.0,10.2,176.0,87.2,750.3
87,34.1,24.1,56.06,0.0,9.4,190.0,90.0,602.3
88,33.0,25.0,62.92,0.0,7.6,150.0,88.0,430.3
89,34.0,25.1,59.62,0.0,10.8,91.0,86.7,209.3
90,32.6,25.0,64.35,0.0,8.6,290.0,89.2,47.2
91,32.1,25.1,66.59,0.0,5.4,280.0,90.0,0.0
92,31.0,25.1,70.7,0.0,0.0,0.0,50.0,0.0
93,31.0,25.0,70.48,0.0,0.0,0.0,50.0,0.0
94,31.0,25.0,70.48,0.0,0.0,0.0,50.0,0.0
95,30.6,25.1,72.53,0.0,6.0,234.0,50.0,0.0
96,30.0,25.0,74.63,0.0,6.7,240.0,50.0,0.0
97,29.6,26.0,81.03,0.0,6.3,246.0,50.0,0.0
98,29.0,26.1,83.93,0.0,7.1,240.0,50.7,0.0
99,28.0,26.0,88.91,0.0,5.4,250.0,50.0,0.0
100,28.1,26.1,88.92,0.0,5.4,260.0,50.0,0.0
101,27.1,26.0,93.73,0.0,7.1,250.0,52.0,0.0
102,27.0,26.0,94.27,0.0,0.0,0.0,50.0,2.2
103,27.0,26.0,94.27,0.0,3.0,270.0,50.0,100.5
104,28.4,26.4,88.95,0.0,9.3,274.0,50.0,300.0
105,30.0,27.0,84.01,0.0,10.1,270.0,50.0,484.9
106,31.4,26.4,74.85,0.0,9.4,266.0,89.2,650.5
107,32.5,25.4,66.36,0.0,11.3,281.0,73.1,747.5
108,33.0,25.0,62.93,0.0,12.2,274.0,89.2,797.3
109,33.1,25.1,62.94,0.0,11.2,280.0,90.0,790.0
110,34.4,26.2,62.47,0.0,16.6,290.0,50.0,671.8
111,34.0,26.0,63.13,0.0,11.2,270.0,88.0,541.0
112,34.6,26.0,61.06,0.0,12.2,274.0,89.2,366.6
113,34.1,25.6,61.42,0.0,9.4,271.0,49.6,181.9
114,33.2,25.6,64.48,0.0,10.1,270.0,50.0,44.8
115,31.1,25.1,70.48,0.0,9.4,270.0,50.0,0.0
116,30.1,25.9,78.32,0.0,6.8,280.0,83.4,0.0
117,29.6,26.0,81.03,0.0,9.0,272.0,89.2,0.0
118,29.0,25.6,81.95,0.0,5.4,270.0,89.2,0.0
119,29.1,25.1,79.02,0.0,5.0,260.0,86.7,0.0
120,30.1,24.1,70.3,0.0,0.0,246.3,90.0,0.0
121,26.2,24.7,91.47,0.0,8.3,258.7,20.1,0.0
122,29.4,26.1,82.46,0.0,0.0,270.3,60.0,0.0
123,27.1,26.1,94.28,0.0,9.4,260.0,90.0,0.0
124,27.0,26.0,94.27,0.0,5.4,250.0,88.0,0.0
125,27.1,25.9,93.37,0.0,8.5,250.0,85.3,0.0
126,27.4,26.0,92.1,0.0,7.8,238.0,89.2,2.1
127,27.0,26.0,94.27,0.0,3.3,276.0,89.2,91.6
128,26.0,23.4,85.72,0.0,14.2,84.0,89.2,260.3
129,26.4,24.0,86.7,0.0,3.0,210.0,89.2,413.0
130,29.4,25.0,77.27,0.0,9.0,166.0,50.0,529.3
131,29.1,25.0,78.6,0.0,7.9,150.0,51.6,609.0
132,31.0,25.4,72.16,0.0,0.0,0.0,65.1,594.3
133,32.0,25.0,66.58,0.0,8.3,66.0,89.2,506.6
134,32.1,24.1,62.91,0.0,7.6,43.0,90.0,302.5
135,30.0,26.1,79.66,0.0,8.6,143.7,94.8,184.6
136,25.0,25.0,100.0,0.0,11.2,20.0,88.0,108.7
137,26.1,25.2,94.8,35.0,7.6,360.0,100.0,53.7
138,25.6,25.0,96.48,0.0,9.4,10.0,94.0,13.8
139,25.0,25.0,100.0,0.0,9.7,50.0,100.0,0.0
140,25.4,25.4,99.88,0.0,3.1,36.0,100.0,0.0
141,26.0,26.0,100.0,0.0,3.0,160.0,100.0,0.0
142,26.1,26.1,100.0,0.0,0.0,151.8,100.0,0.0
143,26.0,26.0,99.93,0.0,0.0,0.0,89.2,0.0
144,26.0,26.0,100.0,0.0,0.0,0.0,89.2,0.0
145,26.0,26.0,100.0,0.0,0.0,0.0,89.2,0.0
146,26.1,26.0,99.81,0.0,0.0,168.6,90.0,0.0
147,26.1,26.1,100.0,0.0,0.0,164.7,90.0,0.0
148,26.0,26.0,100.0,0.0,5.4,276.0,89.2,0.0
149,26.0,26.0,99.93,0.0,3.1,306.0,89.6,0.0
150,26.0,26.0,100.0,0.0,0.0,0.0,89.2,1.0
151,25.7,24.9,95.35,0.0,3.6,204.3,64.0,60.9
152,27.0,26.0,94.34,0.0,2.1,290.0,89.6,237.2
153,27.1,26.1,94.28,0.0,9.4,310.0,90.0,411.6
154,26.0,26.0,100.0,0.0,10.4,74.0,89.2,546.5
155,27.8,25.2,85.97,0.328,9.5,104.0,73.5,628.0
156,30.1,25.1,74.64,0.0,5.4,80.0,50.0,667.0
157,31.0,25.0,70.48,0.0,6.3,36.0,50.0,633.5
158,30.7,24.4,69.42,0.0,7.5,102.0,51.2,585.8
159,31.0,25.0,70.48,0.0,8.3,90.0,50.0,329.9
160,32.1,25.1,66.59,0.0,5.4,90.0,90.0,213.8
161,31.0,25.1,70.75,0.0,5.2,92.0,64.9,101.7
162,30.1,25.1,74.64,0.0,7.6,130.0,90.0,20.3
163,30.0,25.6,77.36,0.0,8.3,174.0,50.0,0.0
164,29.0,25.1,79.2,0.0,0.0,0.0,51.2,0.0
165,29.1,26.1,83.9,0.0,0.0,347.9,50.0,0.0
166,28.6,26.4,87.89,0.0,0.0,0.0,50.0,0.0
167,27.6,26.4,92.87,0.0,2.1,240.0,50.0,0.0
168,27.0,26.6,97.69,0.0,10.8,244.0,65.1,0.0
169,26.6,24.6,88.81,0.0,11.0,294.0,89.2,0.0
170,26.1,24.2,89.15,0.0,5.0,270.0,88.0,0.0
171,25.0,24.0,94.19,0.2,0.0,0.0,50.0,0.0
172,25.0,24.0,94.19,0.0,0.0,0.0,50.0,0.0
173,25.1,24.1,94.23,0.0,0.0,284.0,49.3,0.0
174,24.1,24.1,100.0,0.0,5.4,270.0,50.0,1.7
175,25.1,24.1,94.19,0.0,7.6,270.0,50.0,99.0
176,26.0,24.0,88.59,0.0,10.1,278.0,49.6,310.4
177,27.4,24.0,81.75,0.0,12.6,284.0,50.0,526.5
178,28.4,24.4,78.98,0.0,13.0,294.0,74.1,706.3
179,29.5,25.0,76.9,0.0,13.7,260.0,49.6,832.8
180,30.4,25.0,72.95,0.0,15.5,264.0,65.1,888.3
181,31.1,26.1,74.8,0.0,16.6,280.0,90.0,872.3
182,31.1,25.0,70.07,0.0,14.9,287.0,87.2,785.3
183,32.1,25.1,66.59,0.0,14.8,290.0,90.0,645.5
184,31.6,25.0,68.1,0.0,16.6,286.0,89.2,387.4
185,31.0,25.0,70.48,0.0,15.2,280.0,87.2,213.8
186,29.6,24.6,74.57,0.0,11.9,278.0,50.0,52.0
187,29.1,25.1,79.07,0.0,9.4,280.0,50.0,0.0
188,29.0,25.0,79.12,0.0,8.3,290.0,50.4,0.0
189,28.1,25.1,83.79,0.0,5.4,280.0,50.0,0.0
190,28.0,25.0,83.79,0.0,7.6,268.0,50.0,0.0
191,28.0,25.4,85.77,0.0,8.6,272.0,65.7,0.0
,temp,dew,humidity,precip,windspeed,winddir,cloudcover,solarradiation
0,17.3,16.6,95.66,0.0,4.7,70.0,18.2,0.0
1,17.1,16.2,94.44,0.0,4.7,63.5,14.5,0.0
2,17.0,15.8,92.64,0.0,4.3,56.2,10.7,0.0
3,16.9,15.4,90.88,0.0,4.3,51.2,8.4,0.0
4,16.9,15.0,88.57,0.0,4.3,46.0,7.0,0.0
5,17.0,14.6,85.77,0.0,4.3,37.9,6.2,0.0
6,17.1,14.2,83.05,0.0,4.0,30.4,6.6,16.0
7,19.0,16.0,82.75,0.0,2.9,21.7,8.5,183.5
8,21.8,16.7,72.78,0.0,4.0,226.5,8.4,410.4
9,22.9,17.3,70.71,0.0,8.6,216.8,10.6,616.8
10,23.7,17.9,69.97,0.0,10.1,213.5,8.9,770.3
11,24.2,18.2,69.19,0.0,11.5,212.1,10.0,868.3
12,24.5,18.4,68.82,0.0,12.6,211.8,12.6,892.3
13,24.5,18.6,69.68,0.0,13.3,212.3,15.5,834.8
14,24.3,18.5,70.08,0.0,13.7,214.5,19.4,722.0
15,23.8,18.6,72.68,0.0,13.3,217.7,30.2,554.0
16,23.1,18.8,76.77,0.0,12.6,221.7,33.3,361.0
17,22.0,19.1,83.62,0.0,11.5,224.6,43.7,189.5
18,20.8,19.5,92.27,0.0,7.6,221.2,49.8,34.0
19,20.0,19.5,96.95,0.0,4.7,214.8,59.1,0.0
20,19.8,19.5,98.15,0.0,4.0,213.5,64.7,0.0
21,19.6,19.4,98.76,0.0,4.7,216.2,69.9,0.0
22,19.5,19.3,98.76,0.0,5.8,216.3,76.7,0.0
23,19.4,19.2,98.76,0.0,8.3,209.8,79.5,0.0
24,19.3,19.0,98.15,0.0,11.5,206.4,82.7,0.0
25,19.0,18.8,98.76,0.0,13.3,205.8,87.6,0.0
26,18.7,18.5,98.76,0.0,13.3,208.0,92.4,0.0
27,18.6,18.4,98.75,0.0,12.2,206.4,95.4,0.0
28,18.4,18.2,98.75,0.0,9.0,203.7,95.7,0.0
29,18.2,18.1,99.37,0.0,6.5,205.5,94.6,0.0
30,18.0,18.1,100.0,0.0,6.1,210.4,93.3,2.1
31,18.7,18.4,98.14,0.0,7.6,213.2,93.9,31.1
32,19.5,18.7,95.13,0.0,11.2,215.5,94.7,93.2
33,20.1,18.9,92.81,0.0,13.0,211.8,95.6,150.3
34,20.5,19.0,91.11,0.0,15.1,212.0,95.8,199.9
35,20.8,19.1,90.0,0.0,17.3,213.6,95.3,229.6
36,20.9,19.2,90.01,0.1,19.1,215.9,95.5,246.1
37,20.7,19.2,91.13,0.1,20.2,217.2,95.5,215.1
38,20.5,19.1,91.68,0.1,20.2,217.3,95.6,190.6
39,20.4,19.1,92.25,0.1,20.2,217.2,96.2,168.2
40,20.0,19.0,93.97,0.1,18.4,214.3,96.5,118.2
41,19.7,19.1,96.34,0.1,14.0,206.3,96.9,60.0
42,19.3,19.0,98.15,0.1,10.1,193.1,97.4,8.8
43,19.0,18.9,99.38,0.0,9.7,192.0,97.3,0.0
44,18.9,18.8,99.38,0.0,10.8,186.7,97.3,0.0
45,18.9,18.7,98.76,0.0,11.9,177.2,98.0,0.0
46,18.7,18.5,98.76,0.0,13.7,172.0,98.2,0.0
47,18.5,18.3,98.75,0.0,15.5,167.5,98.2,0.0
48,18.0,17.8,98.75,0.0,13.0,159.0,97.7,0.0
49,17.4,17.2,98.74,0.0,10.4,147.9,98.2,0.0
50,16.8,16.5,98.11,0.0,9.0,128.2,97.4,0.0
51,16.3,15.8,96.86,0.0,9.0,106.0,96.9,0.0
52,15.9,15.0,94.39,0.0,8.6,88.9,96.9,0.0
53,15.4,14.3,93.16,0.0,7.2,73.6,96.3,0.0
54,15.2,14.0,92.55,0.0,6.5,60.9,96.8,3.2
55,15.9,14.3,90.22,0.0,6.1,59.0,96.4,43.9
56,17.2,14.5,84.14,0.0,5.8,70.3,97.0,133.1
57,18.7,15.0,79.08,0.0,5.4,133.0,94.2,247.9
58,19.7,15.5,76.72,0.2,8.6,171.6,88.2,357.1
59,20.5,16.0,75.39,0.4,10.1,183.1,72.0,475.5
60,21.2,16.6,75.03,0.6,10.8,190.1,61.6,568.8
61,21.7,17.0,74.64,0.9,11.5,195.2,50.0,595.8
62,21.8,17.3,75.6,1.2,12.2,198.7,45.5,563.8
63,21.5,17.5,77.98,1.3,12.6,200.9,47.6,442.8
64,21.0,17.6,80.92,1.3,12.2,202.8,47.6,291.0
65,20.2,17.8,86.09,1.0,10.4,202.1,53.2,146.9
66,19.1,18.0,93.34,0.7,6.1,196.9,61.7,26.1
67,18.4,17.8,96.3,0.6,4.3,185.5,66.5,0.0
68,18.2,17.7,96.9,0.7,4.0,169.3,77.7,0.0
69,17.8,17.5,98.13,0.7,4.7,163.8,82.0,0.0
70,17.4,17.1,98.12,0.8,5.0,151.6,97.7,0.0
71,17.1,16.7,97.5,0.9,5.8,139.0,97.8,0.0
72,17.0,16.3,95.65,1.0,5.4,125.4,96.5,0.0
73,16.3,15.7,96.24,1.0,5.4,85.6,96.2,0.0
74,15.9,15.2,95.61,1.1,6.5,67.0,96.7,0.0
75,15.5,14.6,94.37,1.0,6.8,60.4,96.1,0.0
76,15.1,14.2,94.36,0.8,6.8,54.7,96.3,0.0
77,15.0,13.8,92.53,0.7,7.2,48.9,96.2,0.0
78,14.7,13.4,91.92,0.5,8.3,47.0,96.5,2.5
79,14.9,13.1,88.98,0.4,10.1,49.6,97.0,35.3
80,15.4,13.0,85.61,0.6,11.2,57.4,96.9,87.7
81,16.4,13.6,83.51,0.4,9.4,71.0,96.8,154.9
82,17.8,14.9,83.13,0.5,5.8,106.4,96.0,273.5
83,19.5,16.6,83.33,0.7,6.8,172.5,95.6,382.6
84,21.1,18.1,83.0,1.0,12.6,196.3,89.0,533.8
85,22.1,18.6,80.56,1.1,15.8,205.5,83.9,648.8
86,22.5,18.7,79.11,1.0,16.6,213.0,82.3,617.8
87,22.2,18.8,81.08,1.0,15.8,218.4,75.7,433.0
88,21.5,19.1,86.22,1.0,15.8,221.9,78.7,294.8
89,20.6,19.4,92.84,0.8,13.7,220.1,87.6,116.7
90,19.9,19.5,97.55,0.6,10.4,213.1,87.0,18.9
91,19.5,19.3,98.76,0.5,11.2,210.6,88.4,0.0
92,19.3,19.1,98.76,0.6,12.2,206.2,91.7,0.0
93,19.1,18.9,98.76,0.5,11.9,201.6,93.7,0.0
94,18.7,18.6,99.38,0.4,9.0,200.5,93.5,0.0
95,18.4,18.3,99.37,0.4,7.2,200.7,92.0,0.0
96,18.3,18.3,100.0,0.4,6.1,195.8,94.9,0.0
97,18.3,18.2,99.37,0.4,6.5,194.1,96.4,0.0
98,18.3,18.1,98.75,0.4,6.8,202.4,97.3,0.0
99,18.1,18.0,99.37,0.4,6.5,209.2,98.0,0.0
100,17.8,17.7,99.37,0.5,6.5,212.2,98.1,0.0
101,17.8,17.7,99.37,0.5,6.8,214.4,97.8,0.0
102,17.9,17.7,98.75,0.5,8.6,214.8,96.4,2.5
103,18.5,18.2,98.14,0.5,10.4,217.5,96.0,44.0
104,19.0,18.5,96.92,0.6,13.0,226.0,94.7,112.5
105,19.5,18.6,94.54,0.9,15.8,235.2,88.9,231.4
106,20.2,18.7,91.09,1.1,17.6,238.6,89.1,341.6
107,20.8,18.8,88.33,1.0,19.8,237.7,89.2,403.5
108,21.6,19.0,85.16,1.0,22.3,238.3,86.7,516.5
109,22.0,19.1,83.62,1.0,24.8,238.3,85.9,546.0
110,21.8,19.2,85.18,1.0,25.9,238.3,88.4,429.6
111,21.4,19.4,88.38,1.2,25.6,238.6,84.9,373.5
112,20.8,19.3,91.13,1.2,23.8,238.1,84.3,203.3
113,20.1,19.4,95.75,1.1,20.2,233.2,89.7,94.5
114,19.6,19.3,98.15,0.9,17.3,224.2,95.4,17.5
115,19.3,19.0,98.15,0.9,15.8,220.5,95.9,0.0
116,19.1,18.9,98.76,1.1,14.4,220.2,95.9,0.0
117,19.1,18.9,98.76,1.0,15.8,219.4,95.3,0.0
118,19.0,18.8,98.76,1.0,15.1,216.8,95.9,0.0
119,18.8,18.5,98.14,0.9,14.8,214.3,96.4,0.0
120,18.6,18.4,98.75,0.9,14.8,213.2,96.0,0.0
121,18.4,18.1,98.13,1.0,13.3,213.5,96.4,0.0
122,18.0,17.8,98.75,1.0,11.9,209.9,96.6,0.0
123,17.7,17.5,98.75,0.9,11.5,202.5,96.1,0.0
124,17.6,17.4,98.75,0.8,12.6,196.8,96.0,0.0
125,17.6,17.4,98.75,0.7,13.3,192.3,96.4,0.0
126,17.6,17.3,98.12,0.5,13.7,187.1,95.6,1.9
127,17.9,17.6,98.13,0.5,14.0,185.4,95.3,32.2
128,18.5,18.0,96.91,0.6,14.8,180.8,94.4,81.6
129,19.1,18.4,95.72,0.3,15.5,181.0,93.3,139.4
130,19.4,18.3,93.36,0.4,14.4,180.7,92.7,191.1
131,19.6,17.7,88.79,0.5,13.0,178.6,92.9,239.8
132,19.9,17.3,84.98,0.6,11.2,176.8,93.7,310.5
133,20.4,17.2,81.87,0.8,10.4,179.9,94.4,386.1
134,20.6,17.2,80.87,0.8,9.7,186.4,94.1,327.9
135,20.6,17.6,82.94,0.9,9.4,194.4,96.3,288.4
136,20.0,18.0,88.27,1.0,8.3,201.6,96.7,163.8
137,19.3,18.2,93.35,0.9,6.1,208.9,97.1,64.0
138,18.9,18.2,95.71,0.9,4.7,211.3,97.4,12.4
139,18.5,18.0,96.91,1.0,6.1,222.1,97.3,0.0
140,18.0,17.5,96.9,1.1,7.2,234.0,95.7,0.0
141,17.8,17.5,98.13,0.9,6.1,231.7,95.4,0.0
142,17.8,17.6,98.75,0.9,6.8,229.3,94.4,0.0
143,17.9,17.7,98.75,0.8,9.0,232.1,93.8,0.0
144,18.0,17.8,98.75,0.8,11.5,234.3,94.3,0.0
145,18.1,17.9,98.75,0.7,11.9,236.2,93.9,0.0
146,17.9,17.7,98.75,0.6,11.2,236.5,93.8,0.0
147,17.6,17.4,98.75,0.5,9.7,236.8,94.5,0.0
148,17.3,17.2,99.37,0.4,8.3,237.9,90.6,0.0
149,17.2,17.1,99.37,0.3,7.9,236.8,71.7,0.0
150,17.2,17.0,98.74,0.2,8.3,237.2,60.7,4.4
151,18.3,17.8,96.91,0.2,11.2,236.1,46.9,85.4
152,19.1,18.3,95.12,0.2,14.0,237.3,45.2,225.2
153,19.9,18.5,91.65,0.2,15.8,242.3,45.9,356.4
154,20.9,18.5,86.16,0.3,18.4,247.6,33.5,475.5
155,21.8,18.6,82.05,0.4,20.2,251.4,35.8,618.3
156,22.3,18.5,79.09,0.6,20.5,252.3,37.5,632.0
157,22.5,18.7,79.11,0.7,20.9,250.8,44.5,620.3
158,22.3,18.9,81.09,0.7,21.2,249.2,46.9,537.5
159,21.7,19.2,85.7,0.6,20.9,247.3,56.0,353.6
160,21.2,19.5,90.03,0.4,20.2,245.4,54.1,239.9
161,20.7,19.7,94.0,0.4,18.0,240.8,61.4,118.2
162,20.2,19.8,97.55,0.3,14.8,234.9,74.7,17.2
163,19.9,19.7,98.77,0.3,15.8,235.7,89.6,0.0
164,19.6,19.4,98.76,0.3,16.2,235.7,95.0,0.0
