name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T08:00:00,19.6,19.6,14.2,71,0,0,,,,,10.8,270.4,,22.8,,403.5,1.5,4,,Partially cloudy,partly-cloudy-day,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T09:00:00,20.8,20.8,14.7,68.09,0,0,,,,,13,256.5,,14.7,,627.3,2.3,6,,Clear,clear-day,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T10:00:00,21.7,21.7,15,65.69,0,0,,,,,13.3,247.8,,13.7,,778.5,2.8,8,,Clear,clear-day,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T11:00:00,22.4,22.4,15.5,65,0,0,,,,,13.3,244.2,,14.1,,895.8,3.2,9,,Clear,clear-day,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T12:00:00,23,23,15.8,63.89,0.1,100,rain,,,,13.3,241.8,,9.2,,909.8,3.3,9,,Rain,rain,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T13:00:00,23.5,23.5,16,62.78,0.1,100,rain,,,,14,239.7,,11.2,,921.8,3.3,9,,Rain,rain,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T14:00:00,23.5,23.5,16,62.78,0.1,100,rain,,,,14.8,238.6,,19.4,,810.5,2.9,8,,Rain,rain,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T15:00:00,23.2,23.2,16,63.93,0.1,100,rain,,,,15.1,239.1,,27.9,,653.8,2.4,7,,"Rain, Partially cloudy",rain,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T16:00:00,22.5,22.5,16.2,67.56,0.1,100,rain,,,,15.1,240.4,,35,,449.1,1.6,4,,"Rain, Partially cloudy",rain,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T17:00:00,21.6,21.6,16.4,72.29,0,0,,,,,14.8,241.4,,33.6,,306,1.1,3,,Partially cloudy,partly-cloudy-day,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T18:00:00,20.4,20.4,16.7,79.32,0,0,,,,,12.6,240.4,,34.6,,139,0.5,1,,Partially cloudy,partly-cloudy-day,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T19:00:00,18.8,18.8,17.2,90.43,0,0,,,,,7.6,239.7,,42.4,,17.2,0.1,0,,Partially cloudy,partly-cloudy-day,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T20:00:00,17.9,17.9,17.2,95.68,0,0,,,,,5.4,244.3,,43.5,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T21:00:00,17.6,17.6,16.9,95.67,0,0,,,,,5,255.5,,41.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T22:00:00,17.3,17.3,16.7,96.27,0,0,,,,,5,265,,39,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Badrinath, Gangotri, Yamunotri and Kedarnath, Uttarakhand ",2013-06-19T23:00:00,17,17,16.3,95.65,0,0,,,,,5,268.6,,33.3,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
