name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Palam, delhi",2011-09-11T08:00:00,28,33.6,26,88.77,0,0,,,,,11.5,90,1005,89.2,3,233.1,0.8,2,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-11T09:00:00,29,35.6,26,83.9,0,0,,,,,14.4,84,1006.1,89.2,4,405,1.5,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-11T10:00:00,30.4,37.6,25.6,75.61,0,0,,,,,17.6,106,1005.1,89.2,4,585.3,2.1,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-11T11:00:00,31.2,37.9,25,69.66,0,0,,,,,20,90,1003.4,87.2,3.8,704.5,2.5,7,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP"
"Palam, delhi",2011-09-11T12:00:00,32,38.7,24.6,65.02,0,0,,,,,22.3,86,1005.1,89.2,4,718.8,2.6,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-11T13:00:00,33,40.6,25,62.93,0,0,,,,,20.7,90,1004.1,89.2,4,686.5,2.5,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-11T14:00:00,33.1,39.4,24.1,59.34,0,0,,,,,19.2,84,1002.9,88,4,599.8,2.2,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-11T15:00:00,33,39.3,24,59.28,0,0,,,,,18.9,96,1002,89.2,4,467,1.7,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-11T16:00:00,33,39.3,24,59.28,0,0,,,,,15.5,74,1001,89.2,4,307.4,1.1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-11T17:00:00,32.6,40.1,25,64.34,0,0,,,,,15.3,78,1000.9,88,4,164.5,0.6,2,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
