name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T06:00:00,17.6,17.6,17.3,98.12,0.5,100,rain,,,,13.7,187.1,,95.6,,1.9,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T07:00:00,17.9,17.9,17.6,98.13,0.5,100,rain,,,,14,185.4,,95.3,,32.2,0.1,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T08:00:00,18.5,18.5,18,96.91,0.6,100,rain,,,,14.8,180.8,,94.4,,81.6,0.3,1,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T09:00:00,19.1,19.1,18.4,95.72,0.3,100,rain,,,,15.5,181,,93.3,,139.4,0.5,1,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T10:00:00,19.4,19.4,18.3,93.36,0.4,100,rain,,,,14.4,180.7,,92.7,,191.1,0.7,2,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T11:00:00,19.6,19.6,17.7,88.79,0.5,100,rain,,,,13,178.6,,92.9,,239.8,0.9,2,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T12:00:00,19.9,19.9,17.3,84.98,0.6,100,rain,,,,11.2,176.8,,93.7,,310.5,1.1,3,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T13:00:00,20.4,20.4,17.2,81.87,0.8,100,rain,,,,10.4,179.9,,94.4,,386.1,1.4,4,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T14:00:00,20.6,20.6,17.2,80.87,0.8,100,rain,,,,9.7,186.4,,94.1,,327.9,1.2,3,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T15:00:00,20.6,20.6,17.6,82.94,0.9,100,rain,,,,9.4,194.4,,96.3,,288.4,1,3,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T16:00:00,20,20,18,88.27,1,100,rain,,,,8.3,201.6,,96.7,,163.8,0.6,2,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T17:00:00,19.3,19.3,18.2,93.35,0.9,100,rain,,,,6.1,208.9,,97.1,,64,0.2,1,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T18:00:00,18.9,18.9,18.2,95.71,0.9,100,rain,,,,4.7,211.3,,97.4,,12.4,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T19:00:00,18.5,18.5,18,96.91,1,100,rain,,,,6.1,222.1,,97.3,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T20:00:00,18,18,17.5,96.9,1.1,100,rain,,,,7.2,234,,95.7,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T21:00:00,17.8,17.8,17.5,98.13,0.9,100,rain,,,,6.1,231.7,,95.4,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T22:00:00,17.8,17.8,17.6,98.75,0.9,100,rain,,,,6.8,229.3,,94.4,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-14T23:00:00,17.9,17.9,17.7,98.75,0.8,100,rain,,,,9,232.1,,93.8,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T00:00:00,18,18,17.8,98.75,0.8,100,rain,,,,11.5,234.3,,94.3,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T01:00:00,18.1,18.1,17.9,98.75,0.7,100,rain,,,,11.9,236.2,,93.9,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T02:00:00,17.9,17.9,17.7,98.75,0.6,100,rain,,,,11.2,236.5,,93.8,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T03:00:00,17.6,17.6,17.4,98.75,0.5,100,rain,,,,9.7,236.8,,94.5,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T04:00:00,17.3,17.3,17.2,99.37,0.4,100,rain,,,,8.3,237.9,,90.6,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T05:00:00,17.2,17.2,17.1,99.37,0.3,100,rain,,,,7.9,236.8,,71.7,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T06:00:00,17.2,17.2,17,98.74,0.2,100,rain,,,,8.3,237.2,,60.7,,4.4,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T07:00:00,18.3,18.3,17.8,96.91,0.2,100,rain,,,,11.2,236.1,,46.9,,85.4,0.3,1,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T08:00:00,19.1,19.1,18.3,95.12,0.2,100,rain,,,,14,237.3,,45.2,,225.2,0.8,2,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T09:00:00,19.9,19.9,18.5,91.65,0.2,100,rain,,,,15.8,242.3,,45.9,,356.4,1.3,4,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T10:00:00,20.9,20.9,18.5,86.16,0.3,100,rain,,,,18.4,247.6,,33.5,,475.5,1.7,5,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T11:00:00,21.8,21.8,18.6,82.05,0.4,100,rain,,,,20.2,251.4,,35.8,,618.3,2.2,6,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T12:00:00,22.3,22.3,18.5,79.09,0.6,100,rain,,,,20.5,252.3,,37.5,,632,2.3,6,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T13:00:00,22.5,22.5,18.7,79.11,0.7,100,rain,,,,20.9,250.8,,44.5,,620.3,2.2,6,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T14:00:00,22.3,22.3,18.9,81.09,0.7,100,rain,,,,21.2,249.2,,46.9,,537.5,1.9,5,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T15:00:00,21.7,21.7,19.2,85.7,0.6,100,rain,,,,20.9,247.3,,56,,353.6,1.3,4,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T16:00:00,21.2,21.2,19.5,90.03,0.4,100,rain,,,,20.2,245.4,,54.1,,239.9,0.9,2,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T17:00:00,20.7,20.7,19.7,94,0.4,100,rain,,,,18,240.8,,61.4,,118.2,0.4,1,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T18:00:00,20.2,20.2,19.8,97.55,0.3,100,rain,,,,14.8,234.9,,74.7,,17.2,0.1,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T19:00:00,19.9,19.9,19.7,98.77,0.3,100,rain,,,,15.8,235.7,,89.6,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T20:00:00,19.6,19.6,19.4,98.76,0.3,100,rain,,,,16.2,235.7,,95,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T21:00:00,19.2,19.2,19,98.76,0.3,100,rain,,,,15.5,235.1,,95.4,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T22:00:00,18.9,18.9,18.6,98.14,0.3,100,rain,,,,14,235.7,,95.7,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-15T23:00:00,18.5,18.5,18.3,98.75,0.3,100,rain,,,,13,235,,95.8,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T00:00:00,18.3,18.3,18,98.13,0.3,100,rain,,,,12.6,234.6,,95.6,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T01:00:00,18,18,17.7,98.13,0.3,100,rain,,,,12.2,235.4,,93.9,,0,0,0,,"Rain, Overcast",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T02:00:00,17.7,17.7,17.5,98.75,0.3,100,rain,,,,11.9,238.8,,76.6,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T03:00:00,17.4,17.4,17.2,98.74,0.3,100,rain,,,,10.1,238,,68.1,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T04:00:00,17.2,17.2,16.9,98.12,0.3,100,rain,,,,7.9,230,,60.2,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T05:00:00,16.9,16.9,16.7,98.74,0.3,100,rain,,,,5.8,218.3,,60.6,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T06:00:00,16.7,16.7,16.5,98.74,0.3,100,rain,,,,5,202.4,,63.3,,4,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T07:00:00,17.5,17.5,17,96.89,0.3,100,rain,,,,7.6,193.6,,68,,69.9,0.3,1,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T08:00:00,18.2,18.2,17.3,94.49,0.3,100,rain,,,,10.1,196.6,,74.3,,150.6,0.5,2,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T09:00:00,18.8,18.8,17.4,91.58,0.2,100,rain,,,,11.9,199,,78.7,,219.4,0.8,2,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T10:00:00,19.3,19.3,17.5,89.33,0.3,100,rain,,,,13,197.4,,82.8,,278.6,1,3,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T11:00:00,19.8,19.8,17.6,87.14,0.3,100,rain,,,,13.7,198.1,,83.5,,317.8,1.1,3,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T12:00:00,20,20,17.7,86.61,0.4,100,rain,,,,13.7,200.3,,81.8,,327,1.2,3,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T13:00:00,20.1,20.1,17.8,86.62,0.3,100,rain,,,,14,202,,84.1,,296.4,1.1,3,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T14:00:00,20,20,18,88.27,0.3,100,rain,,,,14.4,206.6,,85.8,,259.1,0.9,3,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T15:00:00,19.9,19.9,18.2,89.94,0.3,100,rain,,,,15.1,209.8,,85.5,,223.4,0.8,2,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T16:00:00,19.7,19.7,18.4,92.21,0.2,100,rain,,,,16.2,211.4,,84.6,,159.1,0.6,2,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T17:00:00,19.3,19.3,18.5,95.13,0.2,100,rain,,,,15.8,210.6,,83.9,,80.6,0.3,1,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T18:00:00,18.9,18.9,18.6,98.14,0.1,100,rain,,,,13.3,207.1,,82.8,,13.9,0.1,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T19:00:00,18.7,18.7,18.5,98.76,0.2,100,rain,,,,14.4,207.1,,78.6,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T20:00:00,18.6,18.6,18.5,99.38,0.2,100,rain,,,,15.5,209.2,,76.6,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T21:00:00,18.5,18.5,18.3,98.75,0.2,100,rain,,,,12.6,204.4,,71.8,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T22:00:00,18.2,18.2,18.1,99.37,0.2,100,rain,,,,10.8,199.6,,69.1,,0,0,0,,"Rain, Partially cloudy",rain,remote
"Ukhimath, Rudraprayag, Uttarakhand",2012-09-16T23:00:00,18.1,18.1,17.9,98.75,0.2,100,rain,,,,10.4,197.2,,65.3,,0,0,0,,"Rain, Partially cloudy",rain,remote
